
SB0 SB40 SB35 MeanRec HarMeanRec Bnow
185165 74065.8 64807.6 187143 177422 91834.4 
CV Recruit
1.05337 
Alternative 1 Alternative  Stock: projection_data.dat
Catch projection_data.dat
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2022  0 33623.1 36557.9 564 564 564 564 2.38742e-12 
2023  0 33623.1 36557.9 470 470 470 470 2.56092e-07 
2024  0 33623.1 36557.9 785.999 785.999 785.999 785.999 3.56546e-06 
2025  0 33623.1 36557.9 41312.7 41591.4 41735.1 42611.4 474.503 
2026  0 33623.1 36557.9 33624.5 34454.2 34830.6 37171.5 1286.27 
2027  0 33623.1 36557.9 24890.8 28095.5 29070.5 35366.3 3577.76 
2028  0 33623.1 36557.9 18285.3 23591.6 25367.2 37253.1 6294.12 
2029  0 33623.1 36557.9 14913.8 23176.4 25224.5 40995.7 8600.05 
2030  0 33623.1 36557.9 13399.9 24639.6 26630.5 44659.1 10256.5 
2031  0 33623.1 36557.9 12794.6 26988.8 28231.2 47116.1 11238.6 
2032  0 33623.1 36557.9 13257.3 28419.3 29427.5 48714.7 11806.6 
2033  0 33623.1 36557.9 13454.6 29766.7 30194.8 50402.7 12109.3 
2034  0 33623.1 36557.9 13160.7 29589.5 30599.4 51941.5 12151.7 
2035  0 33623.1 36557.9 13425.4 30000.3 30780.4 52691.5 12042.2 
2036  0 33623.1 36557.9 14113.6 29582.3 30776.4 53120.6 11981.2 

Spawning_Biomass projection_data.dat
Year SSB100 SSBabc SSBofl LowCI_SSB Median_SSB Mean_SSB UpperCI_SSB Stdev_SSB 
2022 185165 74065.8 64807.6 91834.4 91834.4 91834.4 91834.4 1.30967e-09 
2023 185165 74065.8 64807.6 94092.3 94127.1 94153.8 94301 79.2583 
2024 185165 74065.8 64807.6 96568.2 96748.7 96853.2 97475.5 328.889 
2025 185165 74065.8 64807.6 98635.4 99256.2 99560.5 101401 1014.82 
2026 185165 74065.8 64807.6 80600.5 82300.9 83052.5 87664.7 2565.05 
2027 185165 74065.8 64807.6 66462 70334.9 71959.5 81943.7 5494.72 
2028 185165 74065.8 64807.6 56948.5 64168.9 66717.8 84229.1 9561.36 
2029 185165 74065.8 64807.6 51394.5 63290.7 66581.6 93459.4 13961.3 
2030 185165 74065.8 64807.6 48447.6 65018.6 68950.2 101502 17581.6 
2031 185165 74065.8 64807.6 47298 68001 71806.5 107127 20005.6 
2032 185165 74065.8 64807.6 48116 69799.5 74148.6 111834 21651.1 
2033 185165 74065.8 64807.6 48355.6 71481.5 75761.1 115440 22729 
2034 185165 74065.8 64807.6 48135.6 71886.3 76722.5 119788 23121.8 
2035 185165 74065.8 64807.6 48587.2 72247.4 77186.8 121186 23000.1 
2036 185165 74065.8 64807.6 49796.7 71782.9 77305.9 122923 22856.2 

Fishing_mortalityprojection_data.dat
Year F0 Fabc Fofl LowCI_F Median_F Mean_F UpperCI_F Stdev_F 
2022  0 0.288462 0.361865 0.00375902 0.00375902 0.00375902 0.00375902 1.82146e-17 
2023  0 0.288462 0.361865 0.0030618 0.00306574 0.00306515 0.00306653 1.78409e-06 
2024  0 0.288462 0.361865 0.00496927 0.0050007 0.00499623 0.00500861 1.44775e-05 
2025  0 0.288462 0.361865 0.288462 0.288462 0.288462 0.288462 1.16573e-15 
2026  0 0.288462 0.361865 0.288462 0.288462 0.288462 0.288462 1.16573e-15 
2027  0 0.288462 0.361865 0.257289 0.273167 0.274498 0.288462 0.0110699 
2028  0 0.288462 0.361865 0.218287 0.247888 0.252081 0.288462 0.0236241 
2029  0 0.288462 0.361865 0.195517 0.244288 0.246153 0.288462 0.0320416 
2030  0 0.288462 0.361865 0.183436 0.251372 0.248139 0.288462 0.0366045 
2031  0 0.288462 0.361865 0.178723 0.263598 0.252111 0.288462 0.0382225 
2032  0 0.288462 0.361865 0.182077 0.270972 0.255381 0.288462 0.0381529 
2033  0 0.288462 0.361865 0.183059 0.277867 0.257726 0.288462 0.0376367 
2034  0 0.288462 0.361865 0.182157 0.279527 0.259031 0.288462 0.0368887 
2035  0 0.288462 0.361865 0.184009 0.281007 0.259928 0.288462 0.036318 
2036  0 0.288462 0.361865 0.188967 0.279103 0.26011 0.288462 0.0357337 

Total_Biomassprojection_data.dat
Year B100 Babc Bofl LowCI_Biom Median_Biom Mean_Biom UpperCI_Biom Stdev_Biom 
2022 541724 344697 326032 292385 292385 292385 292385 2.79397e-09 
2023 541724 344697 326032 288755 296561 302550 335605 17789.5 
2024 541724 344697 326032 284070 307405 317222 383119 33911.4 
2025 541724 344697 326032 279864 323001 335347 428719 50751.7 
2026 541724 344697 326032 237944 302887 317187 441842 66012 
2027 541724 344697 326032 211836 295373 311726 454640 80355.7 
2028 541724 344697 326032 199982 298932 314704 475938 91877.9 
2029 541724 344697 326032 195648 305633 322795 494979 99018.7 
2030 541724 344697 326032 197453 314473 330387 511578 102848 
2031 541724 344697 326032 198439 320625 336128 524995 104137 
2032 541724 344697 326032 197461 321481 339128 529998 105172 
2033 541724 344697 326032 201146 323781 340437 542577 105393 
2034 541724 344697 326032 201877 325757 341130 546992 104294 
2035 541724 344697 326032 205455 324840 341354 539213 103517 
2036 541724 344697 326032 208879 325047 341889 530987 102209 
Alternative 2 Alternative  Stock: projection_data.dat
Catch projection_data.dat
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2022  0 33623.1 36557.9 564 564 564 564 2.38742e-12 
2023  0 33623.1 36557.9 470 470 470 470 2.56092e-07 
2024  0 33623.1 36557.9 785.999 785.999 785.999 785.999 3.56546e-06 
2025  0 33623.1 36557.9 41312.7 41591.4 41735.1 42611.4 474.503 
2026  0 33623.1 36557.9 33624.5 34454.2 34830.6 37171.5 1286.27 
2027  0 33623.1 36557.9 24890.8 28095.5 29070.5 35366.3 3577.76 
2028  0 33623.1 36557.9 18285.3 23591.6 25367.2 37253.1 6294.12 
2029  0 33623.1 36557.9 14913.8 23176.4 25224.5 40995.7 8600.05 
2030  0 33623.1 36557.9 13399.9 24639.6 26630.5 44659.1 10256.5 
2031  0 33623.1 36557.9 12794.6 26988.8 28231.2 47116.1 11238.6 
2032  0 33623.1 36557.9 13257.3 28419.3 29427.5 48714.7 11806.6 
2033  0 33623.1 36557.9 13454.6 29766.7 30194.8 50402.7 12109.3 
2034  0 33623.1 36557.9 13160.7 29589.5 30599.4 51941.5 12151.7 
2035  0 33623.1 36557.9 13425.4 30000.3 30780.4 52691.5 12042.2 
2036  0 33623.1 36557.9 14113.6 29582.3 30776.4 53120.6 11981.2 

Spawning_Biomass projection_data.dat
