
SB0 SB40 SB35 MeanRec HarMeanRec Bnow
92.5823 37.0329 32.4038 187.143 177.422 91.8344 
CV Recruit
0.234076 
Alternative 1 Alternative  Stock: projection_data.dat
Catch projection_data.dat
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2022  0 16.8116 18.279 0.564 0.564 0.564 0.564 2.44249e-15 
2023  0 16.8116 18.279 0.47 0.47 0.47 0.47 2.96361e-11 
2024  0 16.8116 18.279 0.785999 0.785999 0.785999 0.785999 4.13009e-10 
2025  0 16.8116 18.279 1.108 1.108 1.108 1.108 4.27929e-09 
2026  0 16.8116 18.279 1.108 1.108 1.108 1.108 1.38733e-08 
2027  0 16.8116 18.279 41.4758 41.9249 41.9536 42.5157 0.330456 
2028  0 16.8116 18.279 32.5567 33.3631 33.3945 34.3427 0.57374 
2029  0 16.8116 18.279 26.1598 27.356 27.3943 28.7895 0.828446 
2030  0 16.8116 18.279 21.7652 23.2652 23.3287 25.0516 1.0297 
2031  0 16.8116 18.279 18.8092 20.5424 20.5859 22.5807 1.15353 
2032  0 16.8116 18.279 16.8906 18.7259 18.7705 20.8431 1.21573 
2033  0 16.8116 18.279 15.7005 17.5341 17.5993 19.8052 1.25976 
2034  0 16.8116 18.279 14.497 16.7905 16.8141 19.0007 1.35899 
2035  0 16.8116 18.279 13.6295 16.3514 16.3002 18.5049 1.44476 
2036  0 16.8116 18.279 13.3776 16.1005 15.992 18.3028 1.48364 
2037  0 16.8116 18.279 13.2932 15.9745 15.8318 18.0799 1.48554 
2038  0 16.8116 18.279 13.1904 15.8934 15.7588 18.0754 1.47324 

Spawning_Biomass projection_data.dat
Year SSB100 SSBabc SSBofl LowCI_SSB Median_SSB Mean_SSB UpperCI_SSB Stdev_SSB 
2022 92.5823 37.0329 32.4038 91.8344 91.8344 91.8344 91.8344 1.84741e-12 
2023 92.5823 37.0329 32.4038 94.1042 94.116 94.117 94.1332 0.0091336 
2024 92.5823 37.0329 32.4038 96.6116 96.6616 96.6649 96.7338 0.0378143 
2025 92.5823 37.0329 32.4038 98.7432 98.8986 98.911 99.1182 0.116693 
2026 92.5823 37.0329 32.4038 99.7731 100.171 100.203 100.722 0.297919 
2027 92.5823 37.0329 32.4038 99.5245 100.424 100.48 101.582 0.650709 
2028 92.5823 37.0329 32.4038 78.7 80.3545 80.4271 82.3566 1.17095 
2029 92.5823 37.0329 32.4038 63.4862 66.0271 66.1242 69.0984 1.76169 
2030 92.5823 37.0329 32.4038 52.815 56.0777 56.207 59.9474 2.25583 
