
SB0 SB40 SB35 MeanRec HarMeanRec Bnow
92.5986 37.0394 32.4095 186.778 177.244 91.6021 
CV Recruit
0.231928 
Alternative 1 Alternative  Stock: projection_data.dat
Catch projection_data.dat
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2022  0 16.9108 18.3944 1.183 1.183 1.183 1.183 1.19904e-14 
2023  0 16.9108 18.3944 1.90799 1.90799 1.90799 1.90799 4.68682e-11 
2024  0 16.9108 18.3944 1.90799 1.90799 1.90799 1.90799 1.7629e-10 
2025  0 16.9108 18.3944 41.154 41.228 41.2334 41.336 0.0567804 
2026  0 16.9108 18.3944 33.5099 33.7084 33.7238 33.9848 0.149072 
2027  0 16.9108 18.3944 27.6298 28.0667 28.0916 28.6176 0.313894 
2028  0 16.9108 18.3944 23.1824 23.9501 23.9748 24.8764 0.542129 
2029  0 16.9108 18.3944 19.9593 21.1009 21.1322 22.4595 0.785882 
2030  0 16.9108 18.3944 17.7248 19.1772 19.2334 20.8795 0.987052 
2031  0 16.9108 18.3944 16.2177 17.9153 17.9501 19.8838 1.12323 
2032  0 16.9108 18.3944 14.9481 17.0579 17.0571 19.1393 1.26896 
2033  0 16.9108 18.3944 13.8935 16.4903 16.4352 18.7238 1.40816 
2034  0 16.9108 18.3944 13.4287 16.1242 16.0372 18.3005 1.47881 
2035  0 16.9108 18.3944 13.234 15.9577 15.8213 18.068 1.48411 
2036  0 16.9108 18.3944 13.167 15.8731 15.7253 18.029 1.47283 
2037  0 16.9108 18.3944 13.2153 15.873 15.6933 17.9017 1.4573 
2038  0 16.9108 18.3944 13.1481 15.8345 15.6914 17.9872 1.44431 

Spawning_Biomass projection_data.dat
Year SSB100 SSBabc SSBofl LowCI_SSB Median_SSB Mean_SSB UpperCI_SSB Stdev_SSB 
2022 92.5986 37.0394 32.4095 91.6021 91.6021 91.6021 91.6021 8.3844e-13 
2023 92.5986 37.0394 32.4095 93.4225 93.4342 93.4352 93.4513 0.00905519 
2024 92.5986 37.0394 32.4095 95.1649 95.2147 95.2178 95.286 0.0375059 
2025 92.5986 37.0394 32.4095 96.8189 96.9732 96.9855 97.1907 0.115774 
2026 92.5986 37.0394 32.4095 79.1935 79.5848 79.6157 80.1232 0.292284 
2027 92.5986 37.0394 32.4095 65.6242 66.4943 66.5494 67.6054 0.625931 
2028 92.5986 37.0394 32.4095 55.3297 56.9278 56.9974 58.8515 1.13139 
2029 92.5986 37.0394 32.4095 47.7578 50.2276 50.3192 53.2039 1.71111 
2030 92.5986 37.0394 32.4095 42.4082 45.6066 45.7357 49.3684 2.20601 
2031 92.5986 37.0394 32.4095 38.7438 42.4934 42.5942 47.0238 2.53886 
2032 92.5986 37.0394 32.4095 36.2489 40.3679 40.4767 45.2072 2.72946 
2033 92.5986 37.0394 32.4095 34.8737 38.9535 39.1207 44.0748 2.79032 
2034 92.5986 37.0394 32.4095 34.2965 38.055 38.3107 43.1464 2.74494 
2035 92.5986 37.0394 32.4095 33.8875 37.5476 37.8682 42.4117 2.66337 
2036 92.5986 37.0394 32.4095 33.8467 37.375 37.6501 42.3927 2.60169 
2037 92.5986 37.0394 32.4095 33.9066 37.2865 37.5597 42.0816 2.55935 
2038 92.5986 37.0394 32.4095 33.8264 37.1667 37.5403 42.1286 2.52935 

Fishing_mortalityprojection_data.dat
Year F0 Fabc Fofl LowCI_F Median_F Mean_F UpperCI_F Stdev_F 
2022  0 0.300914 0.378612 0.00810079 0.00810079 0.00810079 0.00810079 1.33574e-16 
2023  0 0.300914 0.378612 0.0128695 0.0128714 0.0128713 0.0128727 9.77623e-07 
2024  0 0.300914 0.378612 0.0126563 0.0126651 0.0126647 0.012671 4.63821e-06 
2025  0 0.300914 0.378612 0.300914 0.300914 0.300914 0.300914 8.32667e-16 
2026  0 0.300914 0.378612 0.300914 0.300914 0.300914 0.300914 8.32667e-16 
2027  0 0.300914 0.378612 0.300914 0.300914 0.300914 0.300914 8.32667e-16 
2028  0 0.300914 0.378612 0.300914 0.300914 0.300914 0.300914 8.32667e-16 
2029  0 0.300914 0.378612 0.300914 0.300914 0.300914 0.300914 8.32667e-16 
2030  0 0.300914 0.378612 0.300914 0.300914 0.300914 0.300914 8.32667e-16 
2031  0 0.300914 0.378612 0.300914 0.300914 0.300881 0.300914 0.00056642 
2032  0 0.300914 0.378612 0.294154 0.300914 0.300067 0.300914 0.00348359 
2033  0 0.300914 0.378612 0.282394 0.300914 0.298148 0.300914 0.00649913 
2034  0 0.300914 0.378612 0.277457 0.300914 0.296199 0.300914 0.00849158 
2035  0 0.300914 0.378612 0.27396 0.300914 0.295035 0.300914 0.00928445 
2036  0 0.300914 0.378612 0.273611 0.300914 0.294574 0.300914 0.00961269 
2037  0 0.300914 0.378612 0.274123 0.300914 0.294452 0.300914 0.00964824 
2038  0 0.300914 0.378612 0.273437 0.300914 0.294434 0.300914 0.00956118 

Total_Biomassprojection_data.dat
Year B100 Babc Bofl LowCI_Biom Median_Biom Mean_Biom UpperCI_Biom Stdev_Biom 
2022 540.826 172.068 162.721 290.527 290.527 290.527 290.527 1.53477e-12 
2023 540.826 172.068 162.721 289.22 291.842 292.067 295.66 2.02888 
2024 540.826 172.068 162.721 285.855 291.082 291.438 297.976 3.87071 
2025 540.826 172.068 162.721 281.174 289.319 289.631 299.104 5.83141 
2026 540.826 172.068 162.721 238.85 249.649 250.058 262.476 7.63562 
2027 540.826 172.068 162.721 207.803 221.551 222.014 237.367 9.25641 
2028 540.826 172.068 162.721 186.254 202.075 202.622 220.72 10.4326 
2029 540.826 172.068 162.721 172.428 189.068 189.603 208.807 11.2507 
2030 540.826 172.068 162.721 162.717 180.35 181.05 201.549 11.7139 
2031 540.826 172.068 162.721 157.167 174.618 175.458 195.543 11.9746 
2032 540.826 172.068 162.721 152.86 170.992 171.983 191.89 12.0369 
2033 540.826 172.068 162.721 151.18 169.358 169.905 190.185 12.0066 
2034 540.826 172.068 162.721 150.553 168.271 168.884 188.429 11.8311 
2035 540.826 172.068 162.721 149.987 167.682 168.416 188.459 11.8089 
2036 540.826 172.068 162.721 150.378 167.676 168.274 189.185 11.7896 
2037 540.826 172.068 162.721 150.702 167.602 168.225 189.381 11.8042 
2038 540.826 172.068 162.721 150.602 167.588 168.158 188.321 11.699 
Alternative 2 Alternative  Stock: projection_data.dat
Catch projection_data.dat
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2022  0 16.9108 18.3944 1.183 1.183 1.183 1.183 1.19904e-14 
2023  0 16.9108 18.3944 1.90799 1.90799 1.90799 1.90799 4.68682e-11 
2024  0 16.9108 18.3944 1.90799 1.90799 1.90799 1.90799 1.7629e-10 
2025  0 16.9108 18.3944 41.154 41.228 41.2334 41.336 0.0567804 
2026  0 16.9108 18.3944 33.5099 33.7084 33.7238 33.9848 0.149072 
2027  0 16.9108 18.3944 27.6298 28.0667 28.0916 28.6176 0.313894 
2028  0 16.9108 18.3944 23.1824 23.9501 23.9748 24.8764 0.542129 
2029  0 16.9108 18.3944 19.9593 21.1009 21.1322 22.4595 0.785882 
2030  0 16.9108 18.3944 17.7248 19.1772 19.2334 20.8795 0.987052 
2031  0 16.9108 18.3944 16.2177 17.9153 17.9501 19.8838 1.12323 
2032  0 16.9108 18.3944 14.9481 17.0579 17.0571 19.1393 1.26896 
2033  0 16.9108 18.3944 13.8935 16.4903 16.4352 18.7238 1.40816 
2034  0 16.9108 18.3944 13.4287 16.1242 16.0372 18.3005 1.47881 
2035  0 16.9108 18.3944 13.234 15.9577 15.8213 18.068 1.48411 
2036  0 16.9108 18.3944 13.167 15.8731 15.7253 18.029 1.47283 
2037  0 16.9108 18.3944 13.2153 15.873 15.6933 17.9017 1.4573 
